square_id,day_of_week,hour_of_day,sms_in,sms_out,call_in,call_out,internet
8331,3,23,0.0387722541166,0.142323025997,,0.0387722541166,7.78352580149
8332,3,23,0.170858197654,0.214794781387,,0.170858197654,5.42202826781
8333,3,23,0.102733467039,0.179658535246,,0.102733467039,6.57274727812
8334,3,23,0.0296171313973,0.272359287221,0.0870589284729,0.0296171313973,9.88061219765
8335,3,23,0.000318132584724,1.3376437481,0.757344082841,,30.6510629774
8336,3,23,0.0340629101394,1.32988494627,1.00415190232,,32.0053011884
8337,3,23,0.115798174262,0.875496061318,0.647945627972,0.0336132595235,23.9045904753
8338,3,23,0.172243431617,0.73507579201,0.398431247747,0.0633880694852,20.7154001504
8339,3,23,0.466818718313,0.431693363618,0.300957429738,0.168838892901,30.9832774073
8340,3,23,0.661152502012,0.330576251006,,,28.5608843372
155,3,23,0.568252627143,0.247138889125,,0.247138889125,19.1176082232
8351,3,23,0.545281088633,0.799303539803,0.00264618526934,0.276414120867,10.3333521074
8353,3,23,1.38464830815,1.70866315649,0.0208503898761,0.231790516416,14.9753191766
8354,3,23,0.0499197479587,0.136733894244,0.00219158502462,0.006620143741,4.02488666441
8355,3,23,0.173240830796,0.22734984691,,0.0141328898823,5.90446043426
8356,3,23,0.254013830738,0.432919887414,0.0225594615704,0.0387887819353,4.5221837945
8357,3,23,0.235802881255,0.683013585385,0.00581731661246,0.0495893491927,5.48625844677
8358,3,23,0.321259135789,0.591162360398,0.0109248283472,0.0433644048244,7.61395023022
8359,3,23,0.264056557281,0.394489650895,0.0551393707514,0.0499478457526,6.24084006549
8361,3,23,0.322161361068,0.504328443853,0.195225143793,0.110269913629,10.5824862177
8382,3,23,1.29601692557,1.17973949979,0.038950270768,0.299777040675,24.8901079285
8383,3,23,0.756442792795,0.240368432691,0.0786404272705,0.384885636449,33.2469874684
8384,3,23,0.859869614029,0.0146258389224,0.265263552321,0.135762338511,33.3401139448
8385,3,23,0.617999475322,,0.0255256132591,,33.0658509543
8386,3,23,0.745706131199,0.0579788652431,,0.0416622316262,27.8626575
8388,3,23,1.55003992731,0.134175332928,,0.174072746076,24.1688150255
8389,3,23,0.798847575954,0.0515939436711,0.0226870933407,,8.74313050935
8395,3,23,1.02391545774,0.223518670317,0.2555565257,0.213579300356,17.6356368669
1917,3,23,0.604402530418,1.0567475599,0.29625537602,0.454224011981,21.7370670747
8444,3,23,0.0974017638761,0.194803527752,,,1.46643552824
8445,3,23,0.0421805408848,0.0843610817697,,,1.28481918605
8449,3,23,0.0785530599379,0.0785530599379,,0.0785530599379,1.47061639219
8450,3,23,0.135730342111,0.143405829672,,0.135730342111,2.87348417577
8451,3,23,0.161626429573,0.238017072211,0.0303005014659,0.161626429573,5.21012913479
8452,3,23,0.000671152953468,0.945722195794,0.292650310381,,20.1280464048
8454,3,23,0.114181606461,0.1225889022,0.0360258709348,0.0360258709348,8.39713667533
8455,3,23,0.0927573553509,0.171778106405,0.00957783246638,0.00957783246638,7.41529602695
8456,3,23,0.787985634473,0.840997695479,0.628063460778,0.603547290342,56.0450376577
8457,3,23,0.636051530003,0.431937243402,0.389257134742,0.191241496551,45.8121602117
8458,3,23,0.152088476621,0.0760442383104,0.260228277977,,19.6977903085
272,3,23,0.5037823315,0.307866615469,,0.307866615469,35.9031886575
273,3,23,0.383388648411,0.267507401482,,0.267507401482,18.0522532693
276,3,23,0.0632242715055,,,,3.22028487167
277,3,23,0.199279367074,0.0768429475159,0.0131999691325,,2.76864147775
8470,3,23,1.02951324666,0.930058752271,0.0966161383085,0.0296805279545,13.7195800841
8471,3,23,0.673759551427,1.17865159612,0.20414026645,0.0480652920682,14.9971746566
8472,3,23,0.668446831325,1.05649552241,0.00984167214201,,12.3535116854
8473,3,23,0.524073501139,0.448718316562,0.0371452459094,0.0439061409817,7.6194124601
8474,3,23,0.267458618934,0.564911768841,0.0235129595697,0.0421929103898,5.90839024043
8477,3,23,0.184106037117,0.263789654141,,0.0162086701934,5.21531881237
8500,3,23,0.379774057725,0.0629823173357,0.0513358701942,0.00371190978466,13.2892738848
8502,3,23,0.52190329366,,0.00135487742463,,23.2286621016
8503,3,23,0.447040729502,0.0104041906337,,,20.479297616
8505,3,23,1.16381580213,0.0406964145892,,0.0885258822859,13.2569674723
8512,3,23,1.01888839292,0.289296665834,0.112951259569,0.0722415807701,12.0351177308
1921,3,23,0.0544971282159,0.696597689681,0.0501290593096,0.0871906767522,12.322632676
8553,3,23,,,,,0.176501816352
8554,3,23,,,,,0.493471175037
8560,3,23,0.118646392837,0.237292785673,,,1.77969589255
8561,3,23,0.00902505729177,0.0180501145835,,,0.980888166442
8562,3,23,,,,,0.355559790955
8566,3,23,0.00667885642487,0.00667885642487,,0.00667885642487,1.00606787669
1922,3,23,,0.58841015231,,,8.18870327326
8576,3,23,,,,,11.7911539675
389,3,23,0.398521493452,0.34165013652,,0.286416030308,31.7495299515
390,3,23,0.6969729499,0.379212215951,,0.295401117315,20.9509804503
393,3,23,0.0916359476892,0.0305462582683,,0.0652168879875,4.08833698105
8586,3,23,8.1339009134,4.5320115388,0.0335508458102,0.102520227475,35.3957397275
8587,3,23,0.90999436818,0.745450543037,0.0734189655506,0.0329962086903,12.9986690107
8588,3,23,1.23816787868,1.521178137,0.202667276907,0.0838545324917,17.2328365897
8589,3,23,1.6273601279,1.65499769339,0.010740309199,0.117120288745,16.1361497037
8590,3,23,1.40699423055,0.786481183045,0.0978245034186,0.0759202463234,12.4157007303
8591,3,23,0.721825451529,0.821535172979,0.00558638564073,0.0882131972798,7.25595520715
8592,3,23,0.29456305339,0.328245859375,0.0104502042533,0.063748072396,5.48056211319
8594,3,23,0.230796586242,0.353765227078,,0.0676176343765,5.84816631345
9288,3,23,0.40343768532,0.353102578096,0.0177204934894,0.0942569037228,6.15787168044
8621,3,23,0.0509085400923,0.00378334204866,,,2.3087114756
8622,3,23,1.07994535914,,,,8.39979817361
9632,3,23,0.00918650049912,0.00927588175621,0.00221705577596,0.00484177020428,3.25534920923
9633,3,23,0.198334141637,0.147374483671,0.0292286982974,0.0846869994409,6.21656500747
9634,3,23,0.664045686129,0.550153835542,0.03915652425,0.106031211381,5.93384763716
9635,3,23,0.638379977024,0.418836314824,0.0489060394159,0.136577279941,5.61408562621
9636,3,23,0.453040950728,0.380653946769,0.0214146905545,0.0762464916429,3.812199785
8677,3,23,0.00660559674112,0.0132111934822,,,0.82037935183
8678,3,23,0.0116697822425,0.0233395644849,,,1.66818521739
8692,3,23,0.061556449557,0.0231030753069,,,2.87213184354
8693,3,23,,,,,18.8545425842
9641,3,23,0.81681176972,0.693122566848,0.0959084449458,0.338499624516,10.525365951
506,3,23,0.25212060818,0.101000149236,,0.0955473143256,13.2426865358
507,3,23,0.830042949869,0.371470122395,,0.267071807658,19.8097626321
9642,3,23,0.428140107844,0.384055845609,0.00897836644119,0.131304111539,4.02788778284
8702,3,23,0.982334641555,0.538646568908,0.0194347400582,0.576418174136,8.88498857009
8703,3,23,2.09830846387,1.246966151,0.0535921250377,0.0943004941446,16.4300969566
8704,3,23,0.920646070041,0.725726314345,0.0342748446587,0.0414274542527,13.1649898399
8705,3,23,3.14226817881,2.56006770877,0.0452583765043,0.124187150291,26.1555116332
8706,3,23,3.64852351658,2.64380222927,0.0708716080678,0.259930201721,21.6650652845
8707,3,23,0.918920100264,0.242501356999,0.15355412107,0.0165534322211,12.9993460537
8708,3,23,0.69932574264,0.908658714863,0.0259224351498,0.244276802544,9.42812773399
8709,3,23,1.14572088929,1.44177564917,0.0968674648233,0.294427328008,12.975467639
8710,3,23,0.856582469175,1.18455817985,0.106364171078,0.270001936547,12.8935773268
8741,3,23,,0.0311921594934,,,0.88158075444
9649,3,23,0.576424952389,1.2880454425,0.0463405783472,0.0982779680439,9.46294624154
9650,3,23,0.656815072522,1.371989956,0.00541187364964,0.07535458851,9.62094218921
8791,3,23,,,,,0.976474484363
8792,3,23,,,,,1.50723310922
8793,3,23,,,,,1.53855915177
8794,3,23,,,,,1.91607355751
8810,3,23,0.119833209617,0.206775396216,0.00130749788619,0.0234887303909,10.6047314051
624,3,23,0.749077083203,0.0357059133526,,0.0283405883149,14.4573058756
625,3,23,0.802712067961,0.0990565398519,,0.0493226312283,9.05855307975
626,3,23,0.517319167955,0.206010450435,,0.00517465871856,18.0342449053
8821,3,23,0.486222470761,0.785433261223,,0.0103128216008,11.9231163075
8822,3,23,0.892235441474,1.38597695644,,0.0896401292935,15.2537717081
8823,3,23,3.99509697043,2.92607492548,,0.176625551052,23.428986565
8824,3,23,2.54648189812,1.28181629713,0.474458550183,0.053281895796,34.0487707143
8825,3,23,0.514752172057,0.64837466203,0.0415193037739,0.153242987518,7.5929458149
8826,3,23,0.7619127954,1.00131173798,0.0334436722775,0.2484611505,10.6519289588
635,3,23,0.0784059939405,0.156811987881,0.0784059939405,0.0784059939405,2.19536783033
8828,3,23,0.0595245976427,0.132471920584,,0.00822967242563,2.27613370318
8858,3,23,0.0074812111824,,,,2.05726003343
8859,3,23,,,,,2.94752661409
8860,3,23,0.00696104608738,0.00348052304369,,0.00174026152185,3.38255935168
8862,3,23,0.3799738974,0.225280346848,,,5.47103901663
8864,3,23,0.312375076269,0.0747682623847,,0.0112887319511,4.2734222829
8871,3,23,,,,,0.834217668563
8908,3,23,0.0261877902022,0.0523755804045,,,0.699802016854
8909,3,23,0.080956677092,0.161913354184,,,1.62127488128
8910,3,23,0.0515331048283,0.103066209657,,,1.1237002877
8911,3,23,,,,,1.26322320159
8926,3,23,0.440530171788,0.439484657092,0.102963320295,0.0514816601473,8.1648941342
8929,3,23,0.651163086981,0.912634322608,,0.0722612015002,14.6324344711
738,3,23,,,0.00251578991297,,0.0503157982594
740,3,23,0.251658167785,,0.00242210830106,0.0168415276281,33.0193494593
741,3,23,0.401604007694,,,,32.4028577521
742,3,23,0.962814105892,0.366301319014,,,28.4612787046
743,3,23,0.837463470479,0.499944217778,,0.0267467613857,37.7510639951
8939,3,23,0.720462579498,1.24253591358,0.0336226859119,0.0845403527292,18.5923407002
8940,3,23,1.02055742214,0.810508152576,0.00450989470805,0.138928713237,16.0805984505
8941,3,23,0.768873114851,0.745767337473,0.0460009260192,0.100758158443,13.7169293699
8942,3,23,0.640103195128,0.638628353709,,0.127190823981,9.87310801977
752,3,23,0.131545027294,0.263090054589,0.131545027294,0.131545027294,3.68326076425
8972,3,23,0.000908633426681,,,,0.67577760413
8977,3,23,0.00701404923764,,,,3.31210047994
8982,3,23,0.158343333416,0.105562222277,,,5.25910985758
8983,3,23,0.284893231144,0.245298010427,,0.0128639051329,9.07358808597
8988,3,23,,,,,0.944371430576
9025,3,23,0.119555106355,0.23911021271,,,1.79332659533
9026,3,23,0.12968615463,0.25937230926,,,1.95030033893
9027,3,23,0.0650770018674,0.130154003735,,,0.976155028011
9028,3,23,,,,,0.335086941765
9041,3,23,0.18019345456,0.385070879194,0.222156256244,0.111078128122,11.3481637005
9042,3,23,0.119810788416,0.346150454327,0.227815433792,0.113907716896,7.91368553341
9043,3,23,0.049193217004,0.147579651012,0.0983864340079,0.049193217004,1.9687072783
9044,3,23,0.0847275679635,1.79131997776,0.00986756478137,0.29544825323,7.89188072149
857,3,23,0.00371288833854,,0.063246284044,,2.07250646066
858,3,23,0.133824488994,0.00869726521033,,,41.2847335479
859,3,23,0.830445952607,0.505456261139,,0.0185259904664,45.8080852291
860,3,23,0.982954403244,0.665428627198,,0.0062813424909,43.0308871256
861,3,23,0.538837157912,0.318570521486,,0.162222002863,26.7698407948
862,3,23,0.529660742638,0.312084511781,,0.0254232284765,27.919023745
9056,3,23,1.35200543531,0.909890843492,0.659151671478,0.111180249209,29.6494338938
9057,3,23,1.29990007955,0.949064498167,0.0431644694228,0.178061198837,20.4903391085
9058,3,23,1.06699752287,0.776895145164,0.0230850658884,0.119051062733,16.5364311632
867,3,23,0.0684729474547,0.136945894909,0.0684729474547,0.0684729474547,1.91724252873
868,3,23,0.130034656977,0.257713491147,0.137102125394,0.128856745574,3.67277400323
869,3,23,0.144337988998,0.142846870082,0.581825312737,0.0714234350412,6.01015664876
9089,3,23,,,,,0.891067542364
9099,3,23,0.519440056139,0.20058880185,,,4.03338548627
9100,3,23,1.7272540892,0.751276089089,0.00800501617554,0.0488570534486,16.1423226463
9101,3,23,1.80604288033,1.52822812415,,0.16956675902,22.0077163001
9104,3,23,0.601803561379,0.394586734931,,,3.67986423995
9142,3,23,0.131647938977,0.263295877953,,,1.97471908465
9144,3,23,0.00661961065937,0.0132392213187,,,0.0992941598906
9990,3,23,0.219679455595,0.0727479803139,,0.0010558082664,2.85180918092
9158,3,23,0.134832302729,0.404496908187,0.289708320224,0.154876017495,9.43782126978
9160,3,23,,,,,0.205360465351
9161,3,23,0.0264672379831,0.0715457831661,0.0211776008597,0.0288137091058,4.7292350772
9165,3,23,2.48354679389,0.749689022696,0.00310139830621,0.801794316729,22.9427929272
9166,3,23,1.85097818895,0.93899678865,,0.534683653851,18.1111871861
976,3,23,0.377177309079,0.355039820571,,0.0302099287304,16.1447079799
977,3,23,0.697897664131,0.530386208959,,0.0430846951535,31.9833226639
978,3,23,0.426870791027,0.120781079296,,0.304199169278,15.5517265689
979,3,23,0.512060200582,0.0553723503824,,0.45609621713,20.6315767754
980,3,23,0.386616235214,0.213592473573,,0.137209471312,20.8220001927
9173,3,23,1.20982712608,0.751390376524,0.493928571731,0.147457285906,25.4763888272
9174,3,23,1.26237925038,0.923698519425,0.046928083772,0.182017223594,19.9855291858
9175,3,23,1.12171013375,0.786841996406,0.0339402312342,0.118174173632,17.4169664415
9176,3,23,0.492284771382,0.427034242273,0.132575824659,0.0974811071022,11.9260839104
9177,3,23,0.52386565271,0.664512537328,0.0469317456393,0.0640514977846,8.50468665464
9217,3,23,2.54107183537,0.579396171177,0.0633264597445,0.083663168645,13.6153339205
9218,3,23,4.15143606329,2.01994862517,0.0639451665465,0.537245134851,56.8682460238
9221,3,23,0.0215700330934,0.0539250827334,,,1.04840152165
9222,3,23,,,,,0.91036728763
9274,3,23,0.132986804991,0.398960414974,0.277483436794,0.144496631803,13.7418596733
9275,3,23,0.120339115195,0.361017345584,0.242563340171,0.122224224976,8.65076219969
1087,3,23,0.289701083387,0.0669655935561,0.0113781852859,0.00442903778939,2.69044993084
1088,3,23,0.55575687544,0.0926717294357,0.0105412948397,,4.84248874365
1089,3,23,0.121356969411,0.0580512117605,0.00996947803949,,1.16102473193
1091,3,23,,,7.61742372036e-05,,0.00152348474407
1092,3,23,0.0757211704107,0.247347747075,0.0273231759192,,2.06688162535
1096,3,23,0.481515958363,,,0.466465327624,12.8505287937
1097,3,23,1.00595499532,0.241237197758,0.855529105182,0.416839416314,22.2842806851
1098,3,23,1.29472813908,0.518559411784,2.46718011935,0.039888761359,36.6056452897
1099,3,23,0.602329040062,0.28960948683,1.58281251725,0.0439198787431,29.5177839299
9292,3,23,0.379780820074,0.299674158622,0.070346809544,0.125561603989,8.3942234981
9293,3,23,0.37219532469,0.45677654937,0.0157008893415,0.0727982083371,9.18781095196
9294,3,23,0.784281412532,1.41463338386,,0.0154823282418,8.91907639569
9295,3,23,0.462082076943,1.01048059784,0.0616200621073,0.0996074598601,7.59074100676
9296,3,23,0.383237461476,0.779952591996,0.21139137552,0.091021277009,7.78456639842
1106,3,23,,0.11459731115,0.11459731115,,1.8746590652
1108,3,23,,0.13548175531,0.13548175531,,2.34878197166
1109,3,23,,0.126633952137,0.126633952137,,2.23400611416
1110,3,23,,0.133758656932,0.133758656932,,2.2525583627
9335,3,23,3.86892063175,1.53989355948,0.466079253667,0.42128505535,48.837326959
9336,3,23,3.3616712402,1.25530074589,0.601068889559,0.223862039601,39.9240047031
9337,3,23,0.390819916301,0.333722280901,,0.0342770070966,6.06416492174
9338,3,23,0.0176271404618,0.0440678511546,,,1.4028470291
9341,3,23,,,,,0.809532529432
9342,3,23,,,,,0.813287810211
9343,3,23,,,,,0.971753070643
9754,3,23,0.467010375735,0.497175045744,0.0094206812418,0.08229643672,4.43909227606
9390,3,23,0.124531315301,0.373593945902,0.305268160509,0.180736845208,11.8746612154
9391,3,23,0.134832302729,0.404496908187,0.270210675286,0.135378372557,15.361586316
1206,3,23,0.0209161077737,0.0125496646642,0.0165224902821,,0.464312895393
1207,3,23,0.0201788423579,0.0120134285101,0.00980632814109,,0.325689989332
1209,3,23,0.157790770708,0.396024669427,0.113242362538,0.0418028045958,6.4728308578
9402,3,23,0.381426759392,0.0607359089307,0.00170460361834,0.0514829443206,3.76290259901
9403,3,23,0.241043671523,0.171481883206,0.00855694660551,0.0537967112482,4.23516301523
9404,3,23,0.368124171126,0.296850085712,0.0194772616165,0.118399287846,5.73439575219
9405,3,23,0.237023995191,0.261439960618,0.0240620186118,0.0157791790119,5.73864867564
1214,3,23,2.84477656518,1.14169562791,3.5710296382,0.0295218629849,44.433935124
1215,3,23,1.82829030839,0.703599327984,3.02266956654,0.0235425993986,39.8238393685
9408,3,23,0.852435022782,0.566010037051,0.254312169988,0.235274333698,14.554447586
9410,3,23,0.577385069514,0.432134525172,0.289433170605,0.014269692073,13.4068305948
9411,3,23,1.16101979942,1.30330871014,0.341581541737,0.0576801934188,20.4561058585
9412,3,23,0.784663960019,1.39140054904,0.0615428265331,0.100602835682,9.57196388512
9413,3,23,0.51549668541,1.0619634794,0.169858381361,0.107939718353,8.43219166076
9414,3,23,0.469409038989,1.00700091544,0.19925943521,0.128650598692,9.29821739994
1223,3,23,,0.108080880781,0.108080880781,,3.80827418564
1224,3,23,,0.123895542464,0.123895542464,,2.31324846812
1225,3,23,,0.124207252077,0.124207252077,,2.13022451406
1226,3,23,,0.102808857016,0.102808857016,,1.75391969915
1227,3,23,,0.135344379212,0.135344379212,,2.15383333324
9764,3,23,0.564310028302,1.00153062503,0.16627006131,0.1025196333,8.87104263853
9765,3,23,0.457149120058,1.29718134332,0.175944099487,0.138705653102,13.9911647157
9766,3,23,0.328733480804,1.2447602419,0.140153593925,0.0983485051849,11.0062507286
9452,3,23,2.68360411605,1.45603760046,0.160797458711,0.379387567766,41.6261341831
9453,3,23,2.79201950302,1.62166006648,0.0114789009901,0.521590449239,51.5091722831
9454,3,23,1.82819553606,2.02382003142,,0.586567307928,22.0995952479
9460,3,23,,,,,0.991701531768
9461,3,23,,,,,1.05727621173
9462,3,23,,,,,1.063795169
9463,3,23,,,,,1.2223331372
9464,3,23,,,,,1.3094200402
9465,3,23,,,,,0.868198072495
9466,3,23,,,,,0.985282226573
9503,3,23,,,0.0509013218058,0.0509013218058,0.458111896252
9504,3,23,,,0.113410302447,0.113410302447,1.02069272202
9505,3,23,,,0.151147534861,0.151147534861,1.36032781375
9506,3,23,,,0.150618255907,0.150618255907,1.35556430317
9507,3,23,0.017099450387,0.0512983511609,0.167805622115,0.150706171728,2.90863673253
9508,3,23,0.10333154881,0.309994646431,0.221159168011,0.117827619201,9.00757992992
1323,3,23,0.00120652829951,0.000630040075199,0.0601818163626,,1.21177694379
1324,3,23,0.388444682509,0.248190873771,0.0209359240528,,3.50623074566
1325,3,23,0.412283177502,0.256362443663,0.0606156224892,0.0555939266787,5.15058050798
1326,3,23,0.205975729468,0.207286094415,0.284811528826,0.0063189766204,5.19551974101
1327,3,23,0.335627779166,0.122502401223,0.186869422879,0.114065219639,6.45630461263
9520,3,23,0.0785234999023,0.143630326689,0.0135403073896,0.0344507899224,2.71586042675
9521,3,23,0.141695286439,0.0550456019091,0.00361997986285,0.023266974568,1.7178010412
1331,3,23,0.741661283889,0.190851378636,2.40032369793,0.00795851624664,31.5062071714
1332,3,23,0.302582265366,0.00931098527305,1.48776708351,,25.2014122442
9525,3,23,0.582543166085,0.300997571203,0.0230423113176,0.188353876369,4.85033978113
9526,3,23,0.205920412319,0.207546648627,0.106897268994,0.000631045142039,5.02427131115
9527,3,23,0.541310691361,0.254303599298,0.361013706873,0.0129135019482,12.9053759517
9529,3,23,0.450450366946,0.978274746055,0.24547468603,0.109636932201,8.37909386246
9530,3,23,0.517637486827,1.08122303195,0.226057839056,0.114189615587,8.87588101196
1339,3,23,,,,,7.56387301324
1340,3,23,,0.000104977091206,0.000104977091206,,5.95708085862
1341,3,23,,0.0570216390479,0.0570216390479,,4.31268255972
1342,3,23,,0.117681511356,0.117681511356,,1.97070831079
9535,3,23,0.838116811932,1.01835963017,0.0732041809734,0.19557103238,8.68818759485
9568,3,23,0.376493456611,0.550043129608,0.00504031618276,0.0407494044035,7.25856950407
9570,3,23,0.863966642163,1.24034450743,,0.381973322861,15.882181218
9571,3,23,2.06639984782,2.68445998489,,0.811093120711,23.2688564924
9583,3,23,,,,,0.50065090356
9622,3,23,0.0145272863439,0.0435818590317,0.0634460219707,0.0489187356268,0.890614497302
9623,3,23,,,0.0489263193942,0.0489263193942,0.440336874548
1440,3,23,0.104048476061,0.0560210955145,0.0452909243808,0.000107406348946,1.61475373144
1441,3,23,0.236539994709,0.111690207033,0.0114216440474,0.104326548765,5.31215450538
1442,3,23,0.811970157717,0.471570734926,0.116736553497,0.0413459171155,7.33646204496
1443,3,23,0.0756016565703,0.0237240873156,0.412836700966,0.00656395290305,4.45868988486
1444,3,23,0.129989254999,0.0631510342893,0.197696076546,0.139013586616,6.27730896543
9637,3,23,0.432619697131,0.31252077384,0.000675338654166,0.0746479091632,4.10742146043
1446,3,23,0.0999978715765,0.0681715141317,0.181756672868,0.078378181914,4.52132301878
1447,3,23,0.399526836468,0.196143245844,0.367784860774,0.0677202184033,10.4311043083
1448,3,23,1.54351021533,0.730676035766,0.151763425535,0.0109950168398,17.7068806452
1449,3,23,0.120119978183,,0.0839499544968,,17.0864039425
1450,3,23,0.109023809554,,,,13.5217092387
1451,3,23,0.382153160298,0.28776155485,0.0243024658279,0.0564718657352,10.3124398284
9644,3,23,0.0121029897864,0.0331707726069,,,0.218300152109
9645,3,23,0.0204832921094,0.30274822621,0.0163220971108,0.0049288974216,1.77525637249
9646,3,23,0.295259676901,0.784443077439,0.168080889783,0.0716683618442,6.32092023924
9647,3,23,0.529642127969,1.10361433265,0.277540080265,0.13392315946,9.94718171993
1456,3,23,,,,,6.56639020592
1457,3,23,,,,,6.69355479046
1458,3,23,,0.000850164463614,0.000850164463614,,6.35881793948
9651,3,23,0.768110676101,1.60502931384,,0.00817813201426,9.1466398548
9652,3,23,3.04887901609,2.31138137205,0.512672166674,0.711651513967,24.5944985816
9653,3,23,12.1325714153,7.36656932694,1.81929753167,2.45101131483,82.2065569738
9683,3,23,0.356636653405,0.293025508201,,0.100629881501,8.8521132623
9684,3,23,0.175382979165,0.208061271802,,0.0560093684472,5.33484791161
9685,3,23,0.220560631345,0.517646937419,,0.0199038267337,2.25751352403
9686,3,23,1.2574917035,1.34076002508,,0.0433347999928,5.78659537142
9687,3,23,0.861626931202,1.49318014316,,0.316063700619,13.1005933437
9688,3,23,2.20182960246,2.06848846757,,0.43971739531,19.645652238
9700,3,23,,,,0.0180292261322,0.357407342076
1558,3,23,0.990842407554,0.578809539796,,0.0403409920796,7.57590958334
1559,3,23,1.17313656966,0.702514425904,0.0443701563492,0.0282712269955,8.54908275959
1560,3,23,0.34213578518,0.174708490983,0.343205358969,0.00336514026768,4.80611284888
1561,3,23,0.237530996282,0.121045447743,0.30814854594,0.0380861727201,4.24340329121
1562,3,23,0.124977510313,0.276491917655,0.171323938712,0.13005985111,5.00634463191
1563,3,23,0.170579288355,0.211154201828,0.126375768651,0.156226124534,5.40947077181
1566,3,23,0.276306147488,0.11274302809,0.105498985003,0.0286270904402,18.0686875448
1567,3,23,0.110125060156,,,,15.9883903214
9760,3,23,0.0355444075051,0.45717326554,0.00437554510987,,2.62010892071
9761,3,23,0.0656412449112,0.385643581345,,,2.42637001906
9762,3,23,0.229076781693,0.495207401314,,0.000659317195171,3.09513442627
9763,3,23,0.695059565292,0.751740037548,0.043394066388,0.0260871734804,5.56856074821
1572,3,23,,,,,2.64442574662
1573,3,23,,,,,4.69824713104
1574,3,23,,,,,4.67885136044
9767,3,23,0.220666314051,1.16259206692,,0.0515160760815,7.57588830695
9768,3,23,0.691952136408,1.52820494104,0.0166621245418,0.0794147121805,11.9732991304
9769,3,23,4.46350705331,2.70469726916,0.570611062319,0.843901374109,32.4702364867
9805,3,23,1.65795513867,1.47592261198,,0.12034706925,14.582965124
8469,3,23,0.91513958445,1.15946909668,0.0328314705697,0.306420537257,11.6929637601
1675,3,23,1.18168864148,0.71112907282,0.011820575378,0.0143693299483,7.99404197347
1676,3,23,0.399721926582,0.224879296272,0.091624382335,0.163915049881,7.99297364115
1677,3,23,0.0177012639941,0.000223225533134,0.298605850508,0.00673566448227,4.18072631029
1678,3,23,0.17978395808,0.365734345594,0.298960688412,0.0520277050757,5.77516793179
1679,3,23,0.725262386496,1.60432125169,0.184173663033,0.0980699006166,13.0769974718
1680,3,23,1.13537121327,2.75923648835,0.25575507478,0.228449212435,21.0259152442
9874,3,23,0.287091871875,0.0249099010897,,,3.60795811672
1683,3,23,0.0629274544203,0.472156643791,0.0474465155814,0.490634280775,29.0536866872
1684,3,23,0.208949054671,1.1685054229,0.182969972497,0.527917609917,34.5364659057
9877,3,23,0.354147151038,0.543586920776,0.0740876330838,0.00735549319404,7.46357313298
9878,3,23,0.264201259965,0.608513753785,,,3.77959481091
9879,3,23,0.737792611772,0.610888589813,,,4.93853397882
9880,3,23,0.796269239434,0.668232460295,,0.0202477663879,6.38713524235
